respid,int_date,state,usr,gender,internetuse,Give_up_TV,Give_up_cellphone,Give_up_internet,give_up_socialmedia,age,educ2,emplnw,inc
101904,180108,42, ,Female,Yes,2,1,1,2,54,7,2,99
101905,180108,26,U,Male,Yes,1,1,2,1,50,4,4,1
101906,180108,12,S,Female,Yes,3,1,1,1,40,7,4,3
101907,180108,21,U,Male,Yes,1,5,5,4,70,5,3,3
101908,180108,48,S,Male,Yes,3,1,1,NaN,64,5,6,9
101909,180108,17,U,Female,Yes,4,2,1,2,27,8,1,7
101911,180108,12,S,Male,Yes,4,3,4,NaN,25,3,1,3
101912,180108,36,U,Male,Yes,2,1,1,3,25,6,1,6
101913,180108,53,S,Male,Yes,2,1,1,1,37,6,1,4
101917,180108,18,S,Female,Yes,1,1,1,1,39,3,1,2
101918,180108,24,S,Female,Yes,2,1,1,1,62,4,1,7
101919,180108,18,U,Female,Yes,2,2,3,3,60,6,4,1
101921,180108,36,U,Male,Yes,3,1,1,3,29,7,1,7
101924,180108,9,U,Female,Yes,1,1,1,1,24,1,4,98
101926,180108,21,S,Male,Yes,1,1,1,3,71,7,3,9
101927,180108,37,U,Female,Yes,1,4,4,NaN,41,2,4,1
101928,180108,36,U,Male,Yes,1,1,1,1,49,3,6,2
101929,180108,45,S,Female,Yes,1,1,1,3,40,6,1,8
101930,180108,51,S,Male,Yes,2,1,1,NaN,29,6,1,6
101931,180108,26,U,Female,Yes,4,1,1,2,61,8,8,8
101933,180108,51,S,Male,Yes,2,1,1,1,51,8,5,8
101934,180108,36,S,Male,Yes,4,3,1,NaN,75,3,1,7
101935,180108,26,U,Male,Yes,4,2,2,NaN,38,3,1,99
101936,180108,45, ,Female,Yes,2,2,2,2,47,6,4,8
101937,180108,36,S,Male,Yes,1,1,1,NaN,45,3,1,9
101939,180108,50,R,Male,Yes,6,1,2,4,64,6,3,6
101940,180108,47,U,Female,Yes,4,1,4,NaN,75,3,3,6
101941,180108,42,S,Male,No,4,4,2,NaN,40,3,1,3
101944,180108,51,S,Male,Yes,3,2,1,4,35,5,1,8
101945,180108,45, ,Female,No,3,2,NaN,NaN,64,4,3,2
101946,180108,12,U,Female,Yes,1,1,1,1,50,98,5,2
101947,180108,34,S,Female,Yes,2,1,1,2,67,7,3,8
101948,180108,13,U,Female,No,2,2,2,4,73,4,3,2
101949,180108,47,U,Male,Yes,2,1,4,4,24,4,1,9
101950,180108,51,S,Female,Yes,4,1,1,2,19,3,4,7
101951,180108,39,S,Male,Yes,1,1,1,2,56,7,1,9
101952,180108,36,S,Female,Yes,2,1,1,2,19,3,4,98
101953,180108,24,S,Female,Yes,3,6,1,4,30,5,1,3
101957,180108,38,S,Male,No,1,4,NaN,NaN,68,4,3,6
101958,180108,27,S,Female,Yes,3,3,2,2,33,3,1,4
101960,180108,27,U,Female,Yes,3,1,1,1,47,8,2,9
101961,180108,48,S,Male,Yes,3,4,2,4,41,3,1,99
101962,180108,48,S,Female,Yes,2,3,1,4,32,6,1,9
101965,180108,48,U,Female,Yes,1,3,1,4,32,6,1,7
101966,180108,17, ,Male,Yes,1,1,2,2,42,6,1,99
101968,180108,19,R,Male,No,2,4,4,NaN,49,4,1,4
101970,180108,36,U,Male,Yes,4,3,2,4,31,6,1,9
101971,180108,29,S,Male,Yes,2,2,2,NaN,55,3,2,2
101974,180108,17,S,Female,Yes,3,5,1,5,56,7,1,4
101975,180108,19,S,Male,Yes,1,4,1,2,65,4,3,7
101976,180108,20,R,Male,Yes,4,1,4,NaN,71,4,3,6
101977,180108,38,S,Male,Yes,2,2,3,3,60,4,6,5
101978,180108,17,S,Male,Yes,1,1,2,4,62,3,3,6
101984,180108,27,S,Male,Yes,1,1,1,NaN,46,4,1,4
101985,180108,22,S,Female,Yes,4,1,1,2,19,4,2,4
101986,180108,27,S,Male,Yes,3,2,3,2,22,3,4,98
101988,180108,48,S,Female,No,4,2,NaN,NaN,58,3,1,3
101989,180108,55,U,Female,Yes,2,1,1,3,32,3,1,8
101990,180108,12,U,Male,Yes,4,1,2,4,26,5,1,6
101994,180108,55,U,Female,Yes,2,5,1,1,30,6,1,4
101995,180108,1,S,Male,Yes,1,2,3,3,60,6,1,7
101996,180108,48,S,Male,Yes,1,1,1,3,53,5,1,5
101998,180108,18,S,Male,Yes,4,1,2,NaN,33,2,1,4
101999,180108,21, ,Male,Yes,2,4,4,NaN,60,3,2,7
102000,180108,48,U,Male,Yes,2,4,2,4,25,5,1,98
102001,180108,39,U,Male,Yes,2,1,1,4,51,6,1,7
102003,180108,42,U,Male,Yes,4,2,1,NaN,42,6,1,9
102004,180108,48,S,Female,Yes,1,1,1,1,26,4,4,2
102005,180108,36,U,Male,Yes,1,2,1,NaN,65,8,1,99
102006,180108,12,S,Female,Yes,1,1,1,2,27,5,1,4
102008,180108,13,R,Male,Yes,2,2,4,3,73,6,2,6
102011,180108,13,R,Male,Yes,2,1,1,3,69,7,1,9
102014,180108,51,U,Male,Yes,3,1,1,2,19,3,4,7
102018,180108,39,S,Male,Yes,1,1,1,2,45,6,1,9
102019,180108,18,R,Male,Yes,1,1,1,NaN,44,4,4,1
102020,180108,36,S,Female,Yes,3,1,2,4,37,6,4,6
102022,180108,12,S,Female,Yes,3,1,1,1,19,4,4,7
102023,180108,51,S,Male,Yes,4,1,3,NaN,60,1,1,8
102024,180108,9,U,Male,Yes,2,5,5,2,29,6,1,6
102026,180108,12,S,Female,Yes,3,1,5,2,28,7,1,5
102027,180108,48,U,Male,Yes,2,4,4,NaN,50,1,4,3
102029,180108,47,S,Male,Yes,1,1,2,NaN,73,5,1,5
102030,180108,20,S,Male,Yes,1,1,1,3,68,8,2,8
102032,180108,45,S,Female,Yes,2,1,1,1,18,3,4,98
102034,180108,47,R,Male,Yes,5,3,1,NaN,82,4,3,5
102037,180108,40,R,Male,Yes,1,1,1,2,57,7,1,8
102041,180108,48,U,Female,Yes,2,2,1,4,29,6,1,5
102042,180108,47,R,Male,Yes,3,2,1,4,65,5,3,3
102043,180108,48,U,Male,Yes,2,2,1,NaN,44,6,1,9
102044,180108,48,U,Male,No,1,1,6,NaN,55,3,1,2
102045,180108,48,S,Male,Yes,6,1,1,4,53,6,3,7
102046,180108,48,U,Male,Yes,4,1,5,NaN,45,6,1,99
102047,180108,28, ,Male,No,4,4,NaN,NaN,58,3,1,3
102049,180108,12,U,Male,Yes,1,1,1,3,66,4,3,9
102050,180108,48,U,Female,Yes,2,1,3,3,55,6,1,99
102051,180108,5,S,Female,Yes,3,1,2,1,19,3,1,1
102052,180108,48,U,Female,Yes,5,1,1,3,70,6,3,6
102053,180108,17,S,Male,Yes,2,2,1,3,19,4,7,7
102054,180108,20,S,Male,Yes,2,1,5,NaN,70,8,5,7
102055,180108,22, ,Male,Yes,3,2,2,3,50,4,1,99
102056,180108,48,S,Female,Yes,3,2,2,4,50,4,1,6
102057,180108,22,R,Male,No,4,2,NaN,NaN,67,2,3,2
102058,180108,45,S,Female,Yes,4,4,3,3,80,7,3,4
102059,180108,2,U,Male,Yes,2,2,2,NaN,67,4,3,3
102060,180108,55,S,Male,Yes,3,2,3,4,35,4,1,5
102062,180108,48,U,Male,Yes,2,1,1,NaN,30,4,1,5
102063,180109,47, ,Female,Yes,2,1,4,3,19,4,1,99
102065,180108,42,S,Male,Yes,3,1,3,4,70,5,2,6
102066,180108,53,U,Male,Yes,1,1,3,3,60,2,6,1
102067,180108,8,U,Male,Yes,4,4,4,4,20,3,1,98
102068,180108,15,S,Male,Yes,4,4,4,4,21,3,1,6
102069,180108,41, ,Male,Yes,4,5,5,4,99,8,99,99
102070,180108,8,S,Male,Yes,2,1,1,1,19,3,7,8
102071,180108,15,R,Female,Yes,1,1,1,1,65,6,2,9
102072,180108,4,U,Male,Yes,4,1,1,4,27,5,1,5
102073,180108,38,S,Male,Yes,4,1,1,NaN,32,8,1,8
102074,180108,6,U,Male,Yes,1,9,1,1,18,4,2,98
102076,180109,37,R,Male,Yes,1,1,2,NaN,56,5,3,6
102077,180109,42, ,Female,Yes,1,1,3,4,99,99,99,99
102079,180109,39,S,Male,Yes,1,1,2,4,54,3,1,6
102080,180109,12, ,Male,Yes,3,3,4,4,19,2,4,9
102082,180109,36,U,Female,No,1,1,NaN,NaN,77,6,3,5
102083,180109,34,S,Male,Yes,1,1,1,1,57,7,1,4
102084,180109,51,R,Male,Yes,2,3,2,4,70,6,3,6
102086,180109,21,R,Female,No,1,2,NaN,NaN,64,3,4,99
102091,180109,54,U,Male,Yes,1,1,2,NaN,61,4,6,3
102092,180109,51, ,Male,Yes,4,5,5,2,43,5,99,9
102093,180109,42,S,Female,Yes,3,4,4,3,62,5,8,99
102094,180109,26,S,Female,Yes,4,4,1,NaN,37,6,1,8
102096,180109,47,S,Female,Yes,2,3,1,NaN,58,5,1,6
102097,180109,36,S,Male,Yes,4,2,1,4,19,4,2,98
102098,180109,39,S,Male,Yes,3,2,3,3,34,2,1,3
102100,180109,45,U,Female,Yes,4,1,1,4,19,3,4,1
102102,180109,44,S,Female,Yes,2,1,2,4,70,6,2,4
102104,180109,42,S,Male,Yes,4,4,4,4,25,3,4,2
102106,180109,39,U,Female,Yes,1,1,1,3,50,6,1,98
102110,180109,12,U,Female,Yes,2,2,1,3,59,4,1,5
102111,180109,50,U,Male,Yes,4,1,5,3,54,6,5,8
102112,180109,25,S,Male,Yes,6,3,2,2,99,7,5,6
102113,180109,9,S,Male,Yes,3,1,1,3,58,3,1,2
102116,180109,36,S,Male,Yes,3,3,2,4,38,7,1,8
102118,180109,45,S,Female,Yes,3,1,1,2,26,4,2,3
102121,180109,42,U,Male,Yes,4,1,5,1,43,3,1,8
102122,180109,36,S,Male,Yes,1,1,1,2,27,6,1,6
102124,180109,42,S,Male,Yes,1,3,3,3,24,2,1,1
102125,180109,12,U,Male,Yes,2,1,1,3,40,7,1,9
102127,180109,45,S,Male,Yes,3,2,3,4,27,4,2,4
102129,180109,34,S,Female,Yes,2,1,1,1,24,6,4,1
102130,180109,11,U,Female,Yes,2,1,1,2,27,5,2,98
102132,180109,36,S,Female,Yes,1,2,4,4,67,5,3,98
102133,180109,12,S,Female,Yes,4,1,2,3,31,5,4,4
102134,180109,25,S,Male,Yes,2,1,1,NaN,62,6,1,6
102138,180109,37,S,Male,Yes,4,4,4,4,63,5,3,2
102143,180109,6,U,Male,Yes,6,1,1,4,23,3,3,9
102144,180109,23, ,Female,No,4,4,NaN,NaN,99,99,99,99
102145,180109,39,S,Female,Yes,1,1,1,3,48,8,1,7
102146,180109,24,U,Male,Yes,3,2,2,NaN,80,3,3,7
102147,180109,24,S,Female,No,1,2,NaN,NaN,68,3,4,98
102149,180109,47,S,Male,Yes,3,1,1,NaN,37,4,1,6
102151,180109,6,U,Male,Yes,1,1,1,2,22,3,1,8
102152,180109,26,U,Female,Yes,3,2,4,NaN,54,3,2,1
102153,180109,20,R,Female,Yes,6,1,3,NaN,34,1,4,98
102156,180109,55,U,Male,No,1,1,NaN,NaN,69,4,3,2
102157,180109,20,U,Male,Yes,2,2,1,3,34,6,1,6
102158,180109,27,S,Male,Yes,3,2,1,1,37,6,1,7
102159,180109,55,R,Female,Yes,2,1,1,3,21,4,2,1
102160,180109,6,U,Female,Yes,2,1,1,NaN,65,5,3,6
102162,180109,18,S,Male,Yes,3,5,1,4,38,3,1,7
102165,180109,55,R,Male,Yes,3,1,4,4,60,5,3,4
102166,180109,20,U,Female,Yes,1,1,1,NaN,68,7,3,6
102167,180109,48,U,Female,Yes,4,3,3,3,38,4,1,2
102170,180109,40, ,Female,No,4,4,NaN,NaN,57,5,1,99
102178,180109,55,U,Male,Yes,1,1,2,NaN,52,4,1,7
102179,180109,25,U,Female,Yes,1,4,2,4,25,3,1,6
102180,180109,9,S,Male,Yes,2,2,1,3,55,6,2,3
102181,180109,42,U,Male,Yes,2,3,3,3,45,5,1,6
102183,180109,25,U,Female,Yes,3,2,1,3,27,7,1,8
102184,180109,25,S,Male,Yes,3,1,1,2,31,7,1,7
102186,180109,34,S,Female,Yes,2,2,2,4,35,5,1,4
102188,180109,34,S,Male,Yes,2,2,1,4,28,6,1,8
102189,180109,23,S,Male,Yes,4,2,4,NaN,55,3,4,1
102190,180109,36,S,Female,Yes,1,2,3,NaN,56,4,1,8
102196,180109,18, ,Female,No,2,1,1,1,30,5,1,4
102201,180109,39, ,Male,No,6,6,NaN,NaN,32,1,8,99
102203,180109,17,R,Female,Yes,1,1,1,2,59,5,1,6
102204,180109,6,S,Male,Yes,3,1,2,NaN,99,6,1,99
102206,180109,41,U,Female,Yes,2,2,3,3,52,3,1,3
102207,180109,6,S,Male,Yes,4,3,1,3,44,3,1,4
102208,180109,32,S,Male,Yes,3,5,5,1,67,6,2,9
102210,180109,6,S,Female,Yes,1,3,1,NaN,76,5,5,5
102211,180109,6,S,Male,Yes,1,1,1,NaN,83,8,3,99
102213,180109,12,S,Male,Yes,4,4,4,3,58,3,1,7
102215,180109,49,U,Male,Yes,2,1,2,3,22,5,1,3
102216,180109,30,R,Male,Yes,3,1,1,4,40,3,5,9
102217,180109,17,S,Female,No,3,1,NaN,NaN,83,2,3,98
102218,180109,53,U,Male,Yes,4,4,4,4,24,98,5,99
102219,180109,6,S,Male,Yes,2,1,1,1,21,3,1,98
102220,180109,41,R,Male,Yes,6,1,1,4,42,5,3,1
102221,180109,6,S,Male,Yes,1,1,5,1,59,5,6,1
102226,180109,6,U,Male,Yes,5,3,1,4,67,7,1,9
102227,180109,27,R,Female,Yes,2,1,2,2,65,6,3,6
102228,180109,53,S,Male,Yes,3,1,1,3,43,6,1,3
102229,180109,36,S,Female,Yes,3,1,1,3,44,8,1,99
102235,180109,42,U,Female,Yes,4,1,1,3,51,6,1,3
102236,180109,36,U,Male,Yes,4,2,1,4,26,8,1,4
102237,180109,36,S,Male,Yes,4,1,2,4,56,5,3,6
102238,180109,34,S,Female,Yes,4,2,1,3,43,6,1,9
102239,180109,34,S,Female,Yes,3,3,2,NaN,49,6,2,4
102240,180109,6,U,Female,Yes,1,2,2,2,37,6,4,9
102241,180109,53,U,Female,Yes,1,1,1,3,58,3,4,6
102243,180109,6,S,Male,Yes,4,1,1,2,28,7,1,8
102245,180109,6,S,Female,Yes,2,1,2,3,34,6,1,99
102247,180109,41,S,Female,Yes,2,4,2,4,59,4,4,8
102248,180109,8,S,Female,Yes,4,1,1,2,46,7,1,7
102250,180109,8, ,Female,Yes,4,3,1,NaN,56,7,1,5
102251,180109,6,U,Male,Yes,1,4,4,4,60,3,5,3
102252,180109,6,S,Male,Yes,4,1,1,NaN,28,6,1,9
102253,180109,6,S,Male,Yes,2,2,4,3,40,3,1,4
102254,180109,6, ,Female,Yes,1,1,1,1,25,6,1,4
102256,180109,49,U,Female,Yes,4,2,1,3,51,6,1,7
102257,180109,53,U,Male,Yes,4,2,1,2,21,5,2,3
102258,180109,35,R,Female,Yes,3,2,3,NaN,44,3,4,1
102260,180109,6,U,Male,Yes,2,2,2,3,40,3,1,4
102261,180109,6,S,Male,Yes,6,5,5,4,27,6,4,3
102262,180109,6, ,Female,Yes,1,1,1,1,72,99,99,99
102263,180109,6,R,Male,Yes,4,2,2,4,23,4,1,3
102268,180109,13,S,Male,Yes,3,3,2,NaN,70,8,3,8
102269,180109,6,U,Female,Yes,4,2,1,2,51,6,4,2
102270,180109,48,U,Female,Yes,1,1,2,2,68,3,3,6
102271,180109,40,R,Male,Yes,3,1,2,1,66,4,3,99
102272,180109,53, ,Male,No,4,6,NaN,NaN,87,2,3,3
102273,180109,48,U,Female,Yes,4,1,1,3,40,3,4,2
102274,180109,28,R,Female,Yes,4,1,4,4,29,3,4,1
102275,180109,48,U,Female,Yes,6,1,1,NaN,69,7,3,98
102276,180109,48,U,Male,Yes,2,1,1,3,34,2,1,2
102277,180109,48,U,Male,Yes,4,4,4,4,45,5,5,8
102278,180109,8,S,Male,Yes,4,2,1,4,25,4,2,2
102279,180109,4,R,Male,Yes,1,1,1,3,59,2,6,1
102280,180109,35,R,Male,No,3,4,NaN,NaN,65,3,2,2
102281,180109,16,R,Male,Yes,3,3,3,3,70,7,3,99
102282,180109,49,U,Female,Yes,4,4,4,4,53,5,6,2
102283,180109,8,S,Male,Yes,4,3,1,3,28,4,4,3
102287,180109,6,S,Female,No,2,4,4,4,55,2,4,2
102290,180110,6,U,Male,Yes,1,1,1,NaN,60,6,2,2
102293,180109,6,U,Male,Yes,1,1,1,1,61,8,1,9
102294,180109,6,S,Female,No,3,4,NaN,NaN,35,2,4,3
102295,180109,53,U,Female,Yes,3,1,2,2,24,3,2,1
102296,180109,6,U,Male,Yes,2,3,2,3,23,3,4,98
102297,180109,6,U,Male,Yes,1,1,1,2,26,4,1,4
102298,180109,41,S,Male,Yes,4,1,3,2,19,3,2,9
102300,180110,6,S,Male,Yes,1,3,3,3,68,5,3,4
102301,180110,42, ,Male,Yes,1,1,3,4,26,3,1,98
102302,180110,34,S,Male,Yes,3,1,4,3,51,3,1,5
102304,180110,13,S,Male,Yes,1,1,4,4,42,3,4,99
102305,180110,34,S,Female,Yes,1,1,2,4,47,6,4,9
102308,180110,12,R,Female,Yes,1,1,1,3,62,4,3,3
102311,180110,37,U,Male,Yes,3,2,2,NaN,63,7,1,7
102313,180110,34,S,Female,Yes,4,4,4,NaN,33,8,2,5
102316,180110,26,S,Female,Yes,1,2,1,NaN,30,4,1,3
102319,180110,9,S,Female,Yes,1,1,2,3,49,4,2,6
102320,180110,42,S,Female,Yes,3,2,2,3,36,8,1,8
102321,180110,12,U,Female,Yes,3,2,2,1,25,4,1,5
102323,180110,36,S,Female,Yes,2,1,1,3,58,5,1,99
102325,180110,24,S,Female,Yes,1,1,1,4,65,3,6,3
102326,180110,9,R,Male,Yes,1,1,1,NaN,57,3,1,5
102328,180110,36,U,Female,Yes,2,2,2,2,82,4,1,3
102329,180110,34,S,Male,Yes,2,1,1,3,61,8,1,9
102330,180110,34,S,Male,Yes,4,1,1,4,32,6,1,2
102332,180110,42,U,Female,Yes,6,2,1,3,48,4,2,7
102333,180110,36,U,Male,Yes,3,2,2,4,35,6,1,9
102336,180110,39,S,Male,Yes,2,1,1,1,55,6,5,8
102337,180110,26,U,Male,Yes,1,1,1,4,61,4,1,8
102338,180110,18,R,Female,Yes,1,1,1,2,32,3,1,2
102339,180110,39,U,Male,Yes,2,4,3,NaN,47,6,1,6
102342,180110,1,U,Male,Yes,2,1,1,3,18,3,1,4
102343,180110,39,S,Female,Yes,1,1,1,2,60,5,3,6
102344,180110,39,S,Male,Yes,1,5,5,3,36,6,1,8
102346,180110,37,U,Female,Yes,1,2,1,2,48,7,1,9
102347,180110,26,S,Female,Yes,2,2,3,NaN,99,4,2,99
102348,180110,26,R,Male,Yes,3,4,4,4,38,4,4,4
102352,180110,55,S,Male,No,3,2,NaN,NaN,66,3,1,6
102353,180110,13,R,Female,Yes,1,3,1,NaN,32,4,4,1
102354,180110,55,S,Male,Yes,1,4,2,4,80,4,3,5
102355,180110,27,S,Female,No,1,1,NaN,NaN,89,4,3,1
102356,180110,27,S,Male,Yes,2,4,4,NaN,51,4,1,3
102357,180110,39,R,Female,Yes,1,1,1,1,44,3,5,2
102359,180110,23,S,Male,Yes,1,4,4,4,62,3,1,8
102362,180110,13,U,Male,Yes,4,4,4,4,59,5,1,3
102363,180110,45,S,Female,No,1,3,NaN,NaN,68,3,3,2
102364,180110,51,S,Male,Yes,1,1,1,3,21,3,4,9
102365,180110,37,U,Female,Yes,3,2,3,NaN,69,4,3,3
102368,180110,21,U,Female,No,5,4,NaN,NaN,73,3,4,98
102369,180110,21,U,Female,Yes,2,1,2,3,60,4,3,4
102372,180110,37,U,Female,Yes,2,2,2,2,70,3,3,5
102374,180110,13,U,Male,Yes,3,1,2,3,24,6,1,6
102375,180110,37,U,Male,Yes,4,2,1,NaN,26,6,7,6
102378,180110,48,S,Male,Yes,3,1,1,4,25,6,1,5
102381,180110,47,S,Male,No,4,4,4,NaN,52,2,1,8
102382,180110,45,S,Male,Yes,1,4,2,4,27,4,1,4
102384,180110,22,S,Female,Yes,3,1,1,2,20,4,8,6
102386,180110,27,U,Female,Yes,3,1,1,NaN,29,6,1,7
102387,180110,29,U,Female,Yes,3,1,2,2,65,5,3,4
102388,180110,29,R,Male,Yes,3,3,3,NaN,24,2,1,3
102390,180110,17,S,Female,Yes,1,1,2,4,64,5,3,2
102392,180110,17,R,Male,Yes,1,1,1,1,54,3,1,8
102393,180110,27,S,Male,Yes,3,1,1,4,56,8,1,8
102394,180110,17,S,Female,Yes,2,1,2,4,28,5,4,4
102395,180110,55,U,Male,No,4,2,2,NaN,29,3,4,1
102396,180110,55,S,Female,Yes,4,2,2,2,56,4,2,3
102398,180110,26,R,Female,Yes,1,1,1,2,66,8,3,8
102404,180110,42,S,Male,Yes,1,1,3,3,62,5,6,2
102405,180110,42,S,Female,Yes,2,2,3,NaN,76,6,3,4
102406,180110,36,U,Female,Yes,4,1,1,4,40,8,1,6
102407,180110,36,U,Female,Yes,4,1,1,4,30,2,4,1
102408,180110,17,U,Male,Yes,2,2,2,4,75,8,3,99
102409,180110,36,S,Female,Yes,6,1,2,NaN,28,6,1,7
102412,180110,41,R,Female,Yes,2,2,1,1,47,6,4,5
102413,180110,15,S,Female,Yes,2,1,1,2,23,3,1,7
102414,180110,48,S,Female,Yes,4,1,1,4,51,6,4,9
102416,180110,16,U,Male,Yes,3,5,5,NaN,35,8,1,8
102417,180110,6,S,Female,Yes,2,1,1,3,28,6,1,9
102418,180110,6,U,Female,Yes,1,1,1,2,30,4,8,98
102419,180110,6,U,Male,Yes,2,3,2,3,43,7,1,8
102420,180110,6,U,Female,Yes,6,1,1,3,50,6,2,99
102421,180110,41,R,Female,No,1,2,NaN,NaN,75,2,3,4
102422,180110,6, ,Female,Yes,6,1,2,3,21,6,4,99
102424,180110,2,R,Female,Yes,2,3,4,4,20,3,4,4
102425,180110,6,U,Male,Yes,2,4,4,NaN,80,8,3,9
102426,180110,6,S,Male,Yes,1,1,1,NaN,82,8,3,9
102427,180110,53,U,Female,Yes,1,1,4,NaN,45,3,1,6
102429,180110,53,S,Male,Yes,4,2,2,NaN,77,7,3,6
102430,180110,6,U,Male,Yes,4,2,2,4,32,3,2,6